OTUID,Genus,Species,Katie's notes,Pete's notes,OTUID,NCBI_top_match,NCBI_percent_identity,Local_database_top_match,Local_database_percent_identity
ASV_361,,,,,ASV_361,Xenotilapia boulengeri,97.674,000033408_HM135111.1_Xenotilapia_boulengeri_,97.674
ASV_360,Neolamprologus,pulcher,two ASVs; one ref from genbank with this ID,,ASV_360,Neolamprologus brichardi,98.507,Neolamprologus_marunguensis_JWH4,99.005
ASV_36,,,,,ASV_36,Simochromis diagramma,99.742,Simochromis_diagramma_AUD8,98.756
ASV_359,,,,,ASV_359,Simochromis diagramma,99.483,Simochromis_diagramma_AUD8,98.507
ASV_358,,,,,ASV_358,Simochromis diagramma,99.742,Simochromis_diagramma_AUD8,98.756
ASV_357,,,,,ASV_357,Cichlidae environmental sample,99.742,Limnotilapia_dardennii_AWI5,99.751
ASV_356,,,,,ASV_356,Xenotilapia flavipinnis,97.674,000000033_U07269.1_Xenotilapia_flavipinnis_,97.674
ASV_355,,,,,ASV_355,Cardiopharynx schoutedeni,99.483,000000010_U07243.1_Cardiopharynx_schoutedeni_,99.483
ASV_354,,,,,ASV_354,Callochromis stappersii,99.742,000009375_AY337775.1_Callochromis_stappersii_,99.742
ASV_353,,,,,ASV_353,Cyphotilapia frontosa,99.742,Cyphotilapia_frontosa_LEI6,100
ASV_352,,,,,ASV_352,Petrochromis cf. polyodon SK-2009,99.742,Petrochromis_sp_moshi_yellow_LCF8,98.756
ASV_351,,,,,ASV_351,Ophthalmotilapia heterodonta,100,000026836_EF679254.1_Ophthalmotilapia_heterodonta_,100
ASV_350,Telmatochromis ,sp,"Big mess, multiple species, many ASVs",,ASV_350,Telmatochromis brichardi,99.742,000026848_EF679266.1_Telmatochromis_dhonti_,99.742
ASV_35,Lepidiolamprologus ,sp,"Clade of several Lepidiolamprologus species -- elongatus, profudicola, attenuatus...and also some Neolamprologus species. I don't know what's going on but it seems like a mess. 10 ASVs in this group. ",,ASV_35,Lepidiolamprologus elongatus,99.742,000000018_U07251.1_Lepidiolamprologus_elongatus__000015958_EF462275.1_Lepidiolamprologus_cf._profundicola_JJD-2007__000015959_EF462276.1_Lepidiolamprologus_cf._profundicola_JJD-2007__000026830_EF679248.1_Lepidiolamprologus_elongatus_,99.742
ASV_349,,,,,ASV_349,Enantiopus melanogenys,98.708,000003839_AY682517.1_Xenotilapia_melanogenys_,98.708
ASV_348,,,,,ASV_348,Ctenochromis horei,99.742,Ctenochromis_horei_AXA7,99.751
ASV_347,,,,,ASV_347,Cardiopharynx schoutedeni,99.225,000000010_U07243.1_Cardiopharynx_schoutedeni_,99.225
ASV_346,Telmatochromis ,sp,"Big mess, multiple species, many ASVs",,ASV_346,Telmatochromis dhonti,99.483,000026848_EF679266.1_Telmatochromis_dhonti_,99.483
ASV_345,,,,,ASV_345,Xenotilapia flavipinnis,99.225,000000033_U07269.1_Xenotilapia_flavipinnis_,99.225
ASV_344,Neolamprologus,mondabu,clear clade with 14 ASVs; one genbank ref of mondabu,,ASV_344,Neolamprologus mondabu,99.742,000015925_EF462241.1_Neolamprologus_mondabu__000015926_EF462242.1_Neolamprologus_mondabu_,99.742
ASV_343,,,,,ASV_343,Xenotilapia sima,98.966,Xenotilapia_sima_LBE9,98.01
ASV_341,,,,,ASV_341,Tropheus polli,99.742,Tropheus_polli_LEF9,99.751
ASV_340,Neolamprologus,leloupi,"one ASV, close to two leloupi refs",,ASV_340,Lamprologus lemairii,96.124,Neolamprologus_multifasciatus_IRF8,95.771
ASV_34,,,,,ASV_34,Petrochromis sp. 'Moshi',99.742,Petrochromis_sp_red_LCD5,99.254
ASV_339,,,,,ASV_339,Gnathochromis pfefferi,99.742,Gnathochromis_pfefferi_AWE2,99.254
ASV_338,,,,,ASV_338,Callochromis pleurospilus,97.674,Callochromis_melanostigma_KAF4,97.015
ASV_337,Neolamprologus,brevis/calliurus,"cannot distinguish between brevis, calliurus and perhaps also speciosus, but speciosus is only one sequence. 5 ASVs. ",,ASV_337,Neolamprologus brevis,99.742,Neolamprologus_sp_brevis_magara_KCI6,99.751
ASV_336,,,,,ASV_336,Petrochromis sp. 'Moshi',99.483,Petrochromis_sp_red_LCD5,99.005
ASV_335,Telmatochromis ,sp,"Big mess, multiple species, many ASVs",,ASV_335,Telmatochromis bifrenatus,99.742,Telmatochromis_sp_dhonti_twiyu_LHC1,99.751
ASV_334,,,,,ASV_334,Haplochromis burtoni,99.502,Tropheus_moorii_JBH4,96.766
ASV_333,,,,,ASV_333,Petrochromis sp. 'Moshi',99.742,Petrochromis_sp_red_LCD5,98.756
ASV_332,,,,,ASV_332,Gnathochromis pfefferi,99.742,Gnathochromis_pfefferi_AWE2,99.005
ASV_331,,,,,ASV_331,Tropheus brichardi,99.483,Tropheus_sp_murago_LHD9,99.502
ASV_330,Spathodus,sp,"Eretmodine clade. Unresolvable by species, likely due to hybridization",,ASV_330,Spathodus erythrodon,96.899,000005428_AF317267.1_Spathodus_erythrodon_,96.899
ASV_33,,,,,ASV_33,Haplotaxodon microlepis,99.483,Haplotaxodon_microlepis_IQB8,99.502
ASV_329,,,,,ASV_329,Pundamilia nyererei,99.005,000001733_AY930073.1_Astatotilapia_sp._R185_,98.966
ASV_328,,,,,ASV_328,Petrochromis orthognathus,99.483,Petrochromis_sp_orthognathus_ikola_LFA8,99.005
ASV_327,Telmatochromis ,sp,"Big mess, multiple species, many ASVs",,ASV_327,Telmatochromis bifrenatus,99.742,Telmatochromis_sp_dhonti_twiyu_LHC1,99.751
ASV_326,,,,,ASV_326,Xenotilapia leptura,100,Asprotilapia_leptura_INF2,99.254
ASV_325,,,,,ASV_325,Petrochromis sp. 'Kazumbe',99.742,Petrochromis_sp_kazumbae_KEB4,99.751
ASV_324,Lamprologus,callipterus,Clear; 12 ASVs,,ASV_324,Lamprologus callipterus,98.966,Lamprologus_callipterus_JAB1,98.507
ASV_323,Tanganicodus,sp,"Eretmodine clade. Unresolvable by species, likely due to hybridization",,ASV_323,Eretmodus cyanostictus,99.483,Eretmodus_marksmithi_JXF4,99.502
ASV_322,,,,,ASV_322,Cardiopharynx schoutedeni,98.45,000000010_U07243.1_Cardiopharynx_schoutedeni_,98.45
ASV_321,,,,,ASV_321,Petrochromis sp. 'Kazumbe',99.742,Petrochromis_sp_kazumbae_KEB4,99.751
ASV_320,,,,,ASV_320,Petrochromis sp. 'Moshi',99.742,Petrochromis_sp_red_LCD5,98.756
ASV_32,Lamprologus,lemairii,clearly linked to two references with this ID; three ASVs,,ASV_32,Lamprologus lemairii,100,000002128_DQ055056.1_Lamprologus_lemairii__000014344_EF191093.1_Lamprologus_lemairii__000015954_EF462271.1_Lamprologus_lemairii__000026829_EF679247.1_Lamprologus_lemairii_,100
ASV_319,,,,,ASV_319,Gnathochromis pfefferi,99.742,Gnathochromis_pfefferi_AWE2,99.005
ASV_318,,,,,ASV_318,Aulonocranus dewindti,99.225,000084974_KM288908.1_Aulonocranus_dewindti_,99.225
ASV_317,Neolamprologus,niger,"seven ASVs, one single genbank sequence",,ASV_317,Neolamprologus niger,99.483,000003989_AY740391.1_Neolamprologus_niger_,99.483
ASV_316,,,,,ASV_316,Petrochromis cf. polyodon SK-2009,99.742,Petrochromis_sp_moshi_yellow_LCF8,98.756
ASV_315,,,,,ASV_315,Grammatotria lemairii,96.899,Grammatotria_lemairii_JDD8,99.502
ASV_314,,,,,ASV_314,Gnathochromis pfefferi,99.742,Gnathochromis_pfefferi_AWE2,99.005
ASV_313,,,,,ASV_313,Cyprichromis microlepidotus,99.742,Cyprichromis_sp_dwarf_jumbo_KFA9,99.502
ASV_312,,,,,ASV_312,Cardiopharynx schoutedeni,96.124,000000010_U07243.1_Cardiopharynx_schoutedeni_,96.124
ASV_311,,,,,ASV_311,Tropheus duboisi,99.751,Tropheus_duboisi_KHA4,100
ASV_31,,,,,ASV_31,Petrochromis sp. 'Moshi',99.742,Petrochromis_sp_red_LCD5,98.756
ASV_309,Neolamprologus,mondabu,clear clade with 14 ASVs; one genbank ref of mondabu,,ASV_309,Neolamprologus mondabu,99.742,000015925_EF462241.1_Neolamprologus_mondabu__000015926_EF462242.1_Neolamprologus_mondabu_,99.742
ASV_308,Lamprologus,callipterus,Clear; 12 ASVs,,ASV_308,Lamprologus callipterus,99.742,Neolamprologus_cancellatus_LJD1,99.254
ASV_307,,,,,ASV_307,Petrochromis sp. 'Kazumbe',99.483,Petrochromis_sp_kazumbae_KEB4,99.502
ASV_306,,,,,ASV_306,Petrochromis sp. 'Moshi yellow',99.483,Petrochromis_sp_moshi_yellow_LCF8,99.751
ASV_305,,,,,ASV_305,Simochromis diagramma,99.742,Simochromis_diagramma_AUD8,98.756
ASV_304,,,,,ASV_304,Limnotilapia dardennii,99.742,Limnotilapia_dardennii_AWI6,99.502
ASV_303,,,,,ASV_303,Limnotilapia dardennii,99.483,Limnotilapia_dardennii_AWI6,99.502
ASV_302,Chalinochromis ,sp,"three ASVs in large clade of unresolved Chalinochromis, Julidochromis",,ASV_302,Chalinochromis brichardi,100,Chalinochromis_sp_ndobhoi_KEF1,99.751
ASV_301,,,,,ASV_301,Cyathopharynx furcifer,100,000009381_AY337781.1_Cyathopharynx_furcifer_,100
ASV_300,Lepidiolamprologus ,sp,"Clade of several Lepidiolamprologus species -- elongatus, profudicola, attenuatus...and also some Neolamprologus species. I don't know what's going on but it seems like a mess. 10 ASVs in this group. ",,ASV_300,Lepidiolamprologus elongatus,99.483,000015952_EF462269.1_Lepidiolamprologus_kendalli_,99.483
ASV_30,Julidochromis,regani,clear,,ASV_30,Julidochromis marlieri,100,Julidochromis_regani_KFF4,100
ASV_3,,,,,ASV_3,Petrochromis sp. 'Moshi',100,Petrochromis_sp_red_LCD5,99.005
ASV_299,,,,,ASV_299,Grammatotria lemairii,97.158,Grammatotria_lemairii_JDD8,99.005
ASV_297,,,,,ASV_297,Simochromis diagramma,99.742,Simochromis_diagramma_AUD8,98.756
ASV_296,,,,,ASV_296,Ophthalmotilapia ventralis,98.45,000009374_AY337774.1_Ophthalmotilapia_ventralis_,98.45
ASV_295,,,,,ASV_295,Simochromis diagramma,99.742,Simochromis_diagramma_AUD8,98.756
ASV_294,Neolamprologus,mondabu,clear clade with 14 ASVs; one genbank ref of mondabu,,ASV_294,Neolamprologus mondabu,99.742,000015925_EF462241.1_Neolamprologus_mondabu__000015926_EF462242.1_Neolamprologus_mondabu_,99.742
ASV_293,,,,,ASV_293,Cunningtonia longiventralis,100,000003838_AY682516.1_Cunningtonia_longiventralis_,100
ASV_292,,,,,ASV_292,Petrochromis sp. 'Moshi',99.483,Petrochromis_sp_red_LCD5,99.005
ASV_291,,,,,ASV_291,Cichlidae environmental sample,99.742,000003981_AY740345.1_Cyprichromis_cf._leptosoma__000009573_AY740364.1_Cyprichromis_cf._leptosoma_'jumbo'__000009574_AY740367.1_Cyprichromis_cf._leptosoma_'jumbo'_,99.742
ASV_290,,,,,ASV_290,Petrochromis orthognathus,99.483,Petrochromis_sp_orthognathus_ikola_LFA8,99.005
ASV_29,,,,,ASV_29,Petrochromis sp. 'Moshi',100,Petrochromis_sp_red_LCD5,99.005
ASV_289,,,,,ASV_289,Cyprichromis pavo,98.966,Cyprichromis_pavo_JEB4,99.005
ASV_288,,,,,ASV_288,Xenotilapia spiloptera,99.483,Xenotilapia_sp_spilopterus_north_LEA3,99.751
ASV_287,,,,,ASV_287,Xenotilapia boulengeri,98.708,000033408_HM135111.1_Xenotilapia_boulengeri_,98.708
ASV_286,Neolamprologus,furcifer,clear clade with 4 ASVs and two genbank refs,,ASV_286,Neolamprologus furcifer,99.742,000015933_EF462249.1_Neolamprologus_furcifer__000026834_EF679252.1_Neolamprologus_furcifer__000076558_KJ187231.1_Neolamprologus_furcifer__000076559_KJ187232.1_Neolamprologus_furcifer__000076567_KJ187241.1_Neolamprologus_furcifer__000076568_KJ187242.1_Neolamprologus_furcifer_,99.742
ASV_285,Unknown,sp,Cool potentially unknown species with affinity to Chalinochromis; clade of 9 ASVs with no ref among them,,ASV_285,Neolamprologus sp. 'ndobnoi',96.641,Julidochromis_sp_unterfels_JWA2,97.015
ASV_284,Lepidiolamprologus ,sp,"Clade of several Lepidiolamprologus species -- elongatus, profudicola, attenuatus...and also some Neolamprologus species. I don't know what's going on but it seems like a mess. 10 ASVs in this group. ",,ASV_284,Lepidiolamprologus kendalli,99.742,000015952_EF462269.1_Lepidiolamprologus_kendalli_,99.742
ASV_283,,,,,ASV_283,Tropheus moorii,97.264,Petrochromis_sp_polyodon_texas_LHB3,98.259
ASV_282,,,,,ASV_282,Petrochromis cf. polyodon SK-2009,99.483,000028660_GQ995767.1_Petrochromis_cf._polyodon_SK-2009_,99.483
ASV_281,Telmatochromis ,sp,"Big mess, multiple species, many ASVs",,ASV_281,Telmatochromis bifrenatus,99.742,Telmatochromis_sp_dhonti_twiyu_LHC1,99.751
ASV_280,,,,,ASV_280,Petrochromis sp. 'Kazumbe',99.742,Petrochromis_sp_kazumbae_KEB4,99.751
ASV_28,,,,,ASV_28,Petrochromis orthognathus;Interochromis loocki,99.742,Petrochromis_sp_polyodon_texas_LHB3,99.005
ASV_279,,,,,ASV_279,Petrochromis orthognathus,99.742,Petrochromis_sp_orthognathus_ikola_LFA8,99.502
ASV_278,Neolamprologus,mondabu,clear clade with 14 ASVs; one genbank ref of mondabu,,ASV_278,Neolamprologus mondabu,99.742,000015925_EF462241.1_Neolamprologus_mondabu__000015926_EF462242.1_Neolamprologus_mondabu_,99.742
ASV_277,,,,,ASV_277,Lobochilotes labiatus,99.742,Lobochilotes_labiatus_ISE5,98.756
ASV_276,,,,,ASV_276,Limnotilapia dardennii,99.742,Limnotilapia_dardennii_AWI6,99.502
ASV_275,,,,,ASV_275,Petrochromis sp. 'Moshi',99.742,Petrochromis_sp_red_LCD5,98.756
ASV_274,,,,,ASV_274,Ophthalmotilapia ventralis,97.416,000009374_AY337774.1_Ophthalmotilapia_ventralis_,97.416
ASV_273,Neolamprologus ,tetracanthus,unclear but best guess two ASVs,,ASV_273,Neolamprologus tetracanthus,99.742,Lepidiolamprologus_cunningtoni_IOH5,98.507
ASV_272,,,,,ASV_272,Petrochromis sp. 'Moshi yellow',99.483,Petrochromis_sp_moshi_yellow_LCF8,99.751
ASV_271,,,,,ASV_271,Lobochilotes labiatus,99.483,Lobochilotes_labiatus_ISE5,98.756
ASV_270,Spathodus,sp,"Eretmodine clade. Unresolvable by species, likely due to hybridization",,ASV_270,Spathodus erythrodon,96.641,000005428_AF317267.1_Spathodus_erythrodon_,96.641
ASV_27,,,,,ASV_27,Limnotilapia dardennii,99.742,Limnotilapia_dardennii_AWI6,99.751
ASV_269,,,,,ASV_269,Tropheus moorii,98.507,Tropheus_polli_LEF9,99.502
ASV_268,,,,,ASV_268,Ophthalmotilapia heterodonta,100,000026836_EF679254.1_Ophthalmotilapia_heterodonta_,100
ASV_267,,,,,ASV_267,Tropheus brichardi,99.483,Tropheus_sp_murago_LHD9,99.502
ASV_266,,,,,ASV_266,Cyathopharynx furcifer,99.742,000009381_AY337781.1_Cyathopharynx_furcifer_,99.742
ASV_265,,,,,ASV_265,Haplotaxodon microlepis,99.225,Haplotaxodon_microlepis_IQB8,99.254
ASV_264,,,,,ASV_264,Xenotilapia spiloptera,99.483,Xenotilapia_sp_spilopterus_north_LEA3,99.751
ASV_263,Boulengerochromis,microlepis,no species ambiguity; three ASVs,,ASV_263,Boulengerochromis microlepis,99.742,000026818_EF679235.1_Boulengerochromis_microlepis_,99.742
ASV_262,Neolamprologus,tretocephalus,,,ASV_262,Neolamprologus tretocephalus,99.742,Neolamprologus_tretocephalus_KFH5,100
ASV_261,Neolamprologus,sp,"affiliated with longicaudatus and savoryi, but distinct clade of ASVs. It could be that there are no reference sequences of longicaudatus or savoryi from this part of the lake?  I am unfamiliar with the geographic distribution of these species",longicaudatus or savoryi,ASV_261,Neolamprologus longicaudatus,96.641,Neolamprologus_longicaudatus_JWI3,96.766
ASV_260,Telmatochromis ,sp,"Big mess, multiple species, many ASVs",,ASV_260,Telmatochromis dhonti,100,000026848_EF679266.1_Telmatochromis_dhonti_,100
ASV_26,,,,,ASV_26,Grammatotria lemairii,97.158,Grammatotria_lemairii_JDD8,99.254
ASV_259,,,,,ASV_259,Lobochilotes labiatus,99.483,Lobochilotes_labiatus_ISE5,98.756
ASV_258,,,,,ASV_258,Xenotilapia flavipinnis,99.225,000000033_U07269.1_Xenotilapia_flavipinnis_,99.225
ASV_257,Trematocara,sp,In a clade with four other ASVs and several Trematocara. Unclear what species,,ASV_257,Trematocara marginatum,97.895,Trematocara_variabile_Bel33,98.756
ASV_256,,,,,ASV_256,Tropheus brichardi,99.742,Tropheus_sp_murago_LHD9,99.751
ASV_255,,,,,ASV_255,Xenotilapia flavipinnis,98.191,000000033_U07269.1_Xenotilapia_flavipinnis_,98.191
ASV_254,,,,,ASV_254,Pseudosimochromis babaulti,99.742,000028678_GQ995785.1_Pseudosimochromis_babaulti_,99.742
ASV_253,Tanganicodus,sp,"Eretmodine clade. Unresolvable by species, likely due to hybridization",,ASV_253,Eretmodus cyanostictus,99.742,Eretmodus_marksmithi_JXF4,99.751
ASV_252,Telmatochromis ,sp,"Big mess, multiple species, many ASVs",,ASV_252,Telmatochromis bifrenatus,99.483,Telmatochromis_sp_dhonti_twiyu_LHC1,99.502
ASV_251,,,,,ASV_251,Simochromis diagramma,100,Simochromis_diagramma_AUD8,99.751
ASV_250,,,,,ASV_250,Xenotilapia spiloptera,99.225,Xenotilapia_sp_spilopterus_north_LEA3,99.502
ASV_25,,,,,ASV_25,Lobochilotes labiatus,99.742,Lobochilotes_labiatus_ISE5,99.005
ASV_249,Hemibates,stenosoma,"no ambiguity, single ASV",,ASV_249,Oreochromis sp. 'red tilapia',94.527,Bathybates_leo_ILF7,94.514
ASV_248,,,,,ASV_248,Xenotilapia flavipinnis,97.933,000000033_U07269.1_Xenotilapia_flavipinnis_,97.933
ASV_247,,,,,ASV_247,Simochromis diagramma,99.742,Simochromis_diagramma_AUD8,98.756
ASV_246,,,,,ASV_246,Cyathopharynx furcifer,97.674,000009381_AY337781.1_Cyathopharynx_furcifer_,97.674
ASV_245,,,,,ASV_245,Petrochromis sp. 'Moshi yellow',99.225,Petrochromis_sp_moshi_yellow_LCF8,99.502
ASV_244,Chalinochromis ,sp,"three ASVs in large clade of unresolved Chalinochromis, Julidochromis",,ASV_244,Neolamprologus sp. 'ndobnoi',98.966,Julidochromis_sp_unterfels_JWA2,99.254
ASV_243,,,,,ASV_243,Plecodus elaviae,99.225,Plecodus_paradoxus_LEC7,100
ASV_242,Lepidiolamprologus ,sp,"Clade of several Lepidiolamprologus species -- elongatus, profudicola, attenuatus...and also some Neolamprologus species. I don't know what's going on but it seems like a mess. 10 ASVs in this group. ",,ASV_242,Lepidiolamprologus kendalli,99.742,000015952_EF462269.1_Lepidiolamprologus_kendalli_,99.742
ASV_241,,,,,ASV_241,Pseudosimochromis babaulti,99.483,000028678_GQ995785.1_Pseudosimochromis_babaulti_,99.483
ASV_240,,,,,ASV_240,Xenotilapia leptura,97.674,Asprotilapia_leptura_INF2,98.507
ASV_24,,,,,ASV_24,Tropheus polli,100,Tropheus_polli_LEF9,100
ASV_239,Oreochromis,sp,"distinct clade from most O. tanganicae sequences which have ASVs associated with them, so I'd guess this is a different Oreochromis species, and I'd be curious if it was associated with river inflow. There is one sequenced labeled O. malagarasi  these ASVs are closely associated with. There are three ASVs in the group. ",malagarasi,ASV_239,Oreochromis upembae,99.742,Oreochromis_malagarasi_KYH4,99.751
ASV_238,,,,,ASV_238,Petrochromis famula,99.483,Petrochromis_famula_IYA7,99.005
ASV_237,,,,,ASV_237,Ophthalmotilapia heterodonta,98.45,000026836_EF679254.1_Ophthalmotilapia_heterodonta_,98.45
ASV_236,,,,,ASV_236,Callochromis stappersii,99.742,000009375_AY337775.1_Callochromis_stappersii_,99.742
ASV_235,Lepidiolamprologus ,sp,"Clade of several Lepidiolamprologus species -- elongatus, profudicola, attenuatus...and also some Neolamprologus species. I don't know what's going on but it seems like a mess. 10 ASVs in this group. ",,ASV_235,Lepidiolamprologus profundicola,100,000033255_HM623830.1_Lepidiolamprologus_profundicola_,100
ASV_234,Bathybates,fasciatus,no species ID ambiguity; six ASVs in this clade,,ASV_234,Bathybates fasciatus,99.742,Bathybates_fasciatus_GPB2,99.502
ASV_233,,,,,ASV_233,Petrochromis sp. 'Moshi yellow',99.483,Petrochromis_sp_moshi_yellow_LCF8,99.502
ASV_232,,,,,ASV_232,Petrochromis sp. 'Moshi yellow',99.483,Petrochromis_sp_moshi_yellow_LCF8,99.751
ASV_231,,,,,ASV_231,Petrochromis sp. 'Kazumbe',100,Petrochromis_sp_kazumbae_KEB4,99.751
ASV_230,,,,,ASV_230,Cardiopharynx schoutedeni,97.674,000000010_U07243.1_Cardiopharynx_schoutedeni_,97.674
ASV_23,,,,,ASV_23,Xenotilapia spiloptera,99.483,Xenotilapia_sp_spilopterus_north_LEA4,100
ASV_229,,,,,ASV_229,Grammatotria lemairii,97.674,Grammatotria_lemairii_JDD8,99.254
ASV_228,,,,,ASV_228,Petrochromis sp. 'Moshi yellow',99.225,Petrochromis_sp_moshi_yellow_LCF8,98.507
ASV_227,,,,,ASV_227,Xenotilapia spiloptera,99.225,Xenotilapia_sp_spilopterus_north_LEA3,99.502
ASV_226,,,,,ASV_226,Petrochromis cf. polyodon SK-2009,99.742,000028660_GQ995767.1_Petrochromis_cf._polyodon_SK-2009_,99.742
ASV_225,Neolamprologus,brichardi,clear; 7 ASVs,,ASV_225,Neolamprologus brichardi,98.507,Neolamprologus_helianthus_JWG9,99.005
ASV_224,,,,,ASV_224,Lestradea perspicax,97.416,000009365_AY337765.1_Lestradea_perspicax_,97.416
ASV_223,,,,,ASV_223,Cyathopharynx furcifer,98.191,000009381_AY337781.1_Cyathopharynx_furcifer_,98.191
ASV_222,,,,,ASV_222,Xenotilapia leptura,97.674,Asprotilapia_leptura_INF2,98.507
ASV_221,Neolamprologus,sp,"affiliated with longicaudatus and savoryi, but distinct clade of ASVs. It could be that there are no reference sequences of longicaudatus or savoryi from this part of the lake?  I am unfamiliar with the geographic distribution of these species",longicaudatus or savoryi,ASV_221,Neolamprologus longicaudatus,96.907,Neolamprologus_longicaudatus_JWI3,97.022
ASV_220,,,,,ASV_220,Cardiopharynx schoutedeni,98.966,000000010_U07243.1_Cardiopharynx_schoutedeni_,98.966
ASV_22,,,,,ASV_22,Tropheus brichardi,100,Tropheus_sp_murago_LHD9,100
ASV_219,Neolamprologus,mondabu,clear clade with 14 ASVs; one genbank ref of mondabu,,ASV_219,Neolamprologus mondabu,99.742,000015925_EF462241.1_Neolamprologus_mondabu__000015926_EF462242.1_Neolamprologus_mondabu_,99.742
ASV_218,,,,,ASV_218,Limnotilapia dardennii,99.225,Limnotilapia_dardennii_AWI6,99.254
ASV_217,,,,,ASV_217,Grammatotria lemairii,96.899,Grammatotria_lemairii_JDD8,99.005
ASV_216,Bathybates,leo,"no ambiguity, single ASV",,ASV_216,Bathybates leo,100,Bathybates_leo_ILF7,100
ASV_215,,,,,ASV_215,Petrochromis famula,99.742,Petrochromis_famula_IYA7,99.254
ASV_214,,,,,ASV_214,Petrochromis cf. polyodon SK-2009,99.742,000028660_GQ995767.1_Petrochromis_cf._polyodon_SK-2009_,99.742
ASV_213,Telmatochromis,sp,bifrenatus or temporalis,,ASV_213,Telmatochromis temporalis,99.483,Telmatochromis_bifrenatus_KYB8,99.254
ASV_212,Tanganicodus,sp,"Eretmodine clade. Unresolvable by species, likely due to hybridization",,ASV_212,Eretmodus cyanostictus,97.933,Eretmodus_marksmithi_JXF4,98.01
ASV_211,,,,,ASV_211,Xenotilapia tenuidentata,97.933,Microdontochromis_tenuidentata_LHG6,98.756
ASV_210,,,,,ASV_210,Simochromis diagramma,100,Simochromis_diagramma_AUD8,100
ASV_21,Tanganicodus,sp,"Eretmodine clade. Unresolvable by species, likely due to hybridization",,ASV_21,Eretmodus cyanostictus,97.933,Eretmodus_marksmithi_JXF4,98.01
ASV_209,Neolamprologus,brevis/calliurus,"cannot distinguish between brevis, calliurus and perhaps also speciosus, but speciosus is only one sequence. 5 ASVs. ",,ASV_209,Neolamprologus brevis,100,Neolamprologus_sp_brevis_magara_KCI6,100
ASV_208,Spathodus,sp,"Eretmodine clade. Unresolvable by species, likely due to hybridization",,ASV_208,Spathodus erythrodon,96.641,000005428_AF317267.1_Spathodus_erythrodon_,96.641
ASV_207,Spathodus,sp,"Eretmodine clade. Unresolvable by species, likely due to hybridization",,ASV_207,Spathodus erythrodon,96.899,000005428_AF317267.1_Spathodus_erythrodon_,96.899
ASV_206,,,,,ASV_206,Xenotilapia boulengeri,99.483,000033408_HM135111.1_Xenotilapia_boulengeri_,99.483
ASV_205,Telmatochromis ,sp,"Big mess, multiple species, many ASVs",,ASV_205,Telmatochromis bifrenatus,99.742,Telmatochromis_sp_dhonti_twiyu_LHC1,99.751
ASV_204,,,,,ASV_204,Xenotilapia boulengeri,99.483,000033408_HM135111.1_Xenotilapia_boulengeri_,99.483
ASV_203,,,,,ASV_203,Aulonocranus dewindti,98.966,000084974_KM288908.1_Aulonocranus_dewindti_,98.966
ASV_202,Lamprologus,callipterus,Clear; 12 ASVs,,ASV_202,Lamprologus callipterus,99.742,Neolamprologus_cancellatus_LJD1,99.254
ASV_201,,,,,ASV_201,Xenotilapia flavipinnis,99.483,000000033_U07269.1_Xenotilapia_flavipinnis_,99.483
ASV_200,Bathybates,fasciatus,no species ID ambiguity; six ASVs in this clade,,ASV_200,Bathybates fasciatus,99.742,Bathybates_fasciatus_GPB2,99.502
ASV_20,,,,,ASV_20,Petrochromis sp. 'Moshi yellow',99.742,Petrochromis_sp_moshi_yellow_LCF8,100
ASV_2,,,,,ASV_2,Petrochromis cf. polyodon SK-2009,100,000028660_GQ995767.1_Petrochromis_cf._polyodon_SK-2009_,100
ASV_199,Eretmodus,sp,"Eretmodine clade. Unresolvable by species, likely due to hybridization",cyanostictus,ASV_199,Cichlidae environmental sample,97.674,000002083_AF398220.1_Eretmodus_cyanostictus_,97.674
ASV_198,,,,,ASV_198,Haplochromis burtoni,99.502,Tropheus_moorii_JBH4,96.766
ASV_197,Telmatochromis ,sp,"Big mess, multiple species, many ASVs",,ASV_197,Telmatochromis bifrenatus,99.483,Telmatochromis_sp_dhonti_twiyu_LHC1,99.502
ASV_196,,,,,ASV_196,Petrochromis sp. 'Moshi yellow',99.483,Petrochromis_sp_moshi_yellow_LCF8,99.751
ASV_195,,,,,ASV_195,Cyathopharynx furcifer,97.933,000009381_AY337781.1_Cyathopharynx_furcifer_,97.933
ASV_194,,,,,ASV_194,Petrochromis sp. 'Kazumbe',99.742,Petrochromis_sp_kazumbae_KEB4,99.751
ASV_193,,,,,ASV_193,Lobochilotes labiatus,100,Lobochilotes_labiatus_ISE5,98.756
ASV_192,,,,,ASV_192,Petrochromis orthognathus,100,Petrochromis_sp_orthognathus_ikola_LFA8,99.502
ASV_191,,,,,ASV_191,Petrochromis sp. 'Moshi yellow',99.483,Petrochromis_sp_moshi_yellow_LCF8,98.756
ASV_190,Neolamprologus,brichardi,clear; 7 ASVs,,ASV_190,Neolamprologus brichardi,98.966,Neolamprologus_marunguensis_JWH4,98.259
ASV_19,,,,,ASV_19,Lobochilotes labiatus,100,Lobochilotes_labiatus_ISE5,99.005
ASV_189,,,,,ASV_189,Lestradea perspicax,98.708,000009365_AY337765.1_Lestradea_perspicax_,98.708
ASV_188,,,,,ASV_188,Benthochromis tricoti,99.742,Benthochromis_sp_horii_mahale_LEF2,100
ASV_187,,,,,ASV_187,Petrochromis sp. 'Moshi yellow',99.225,Petrochromis_sp_moshi_yellow_LCF8,98.01
